id,0.1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
PCy3 HBF4,782.7163440765024,250.424710729099,114.39928403232994,102.6455185847592,74.74610534918101,66.94609549561487,59.81609129623396,55.23037407418416,34.20146906242477,32.74369861524168,31.06293400259566,27.714554702692755,21.17755662844359,20.53951512961893,13.165305157075304,13.021282190437416,12.20477666559906,11.396578540611484,10.417626170304288,8.069104204698064,6.776616991738268,6.566136741975509,0.1454314594783513,0.1318854658442149,0.0805119027881633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009244504173098,-0.0230463052755232,-0.0473033746039004,-0.0599367560246743,-0.0843736150885166,-0.0908496617235949,-0.0963795847532083,-0.1015659395425032,-0.1276860403626553,-0.1476208818656918,-0.1595858701961925,-0.1649533512809803,-0.1711526762157299,-0.2006189898080231,-0.2631348535254614,-0.2818989678432328,-0.3351389758946783,-0.378483452839119,-0.3923876763107869,-0.4315228801780152,-0.45388880131537,-0.4791099631598571,-0.5470373837903217,-0.6488005659568796,-0.6572312444163427,-0.7176669166792932,-0.7254535840154416,-0.7412614824936692,-0.901858535012933,-0.9647895325300292,-0.9683144994773388,-10.180359257909306,-308.06797866155887
Ph-DavePhos,455.9871156660983,174.98199852813642,111.39568038090312,91.61025266755888,81.52637658644223,63.09061027343827,40.94986455428644,36.85486762498673,35.1133216954652,34.8341031608039,32.0211594559896,31.528129874787727,30.36017451336892,25.48831239594362,23.6492572171772,13.585831100429782,10.852830040344422,9.88199675948935,9.696766275403954,9.495810142980076,9.367250522317658,9.235788119975082,7.512515503213901,6.957622262375617,3.237800241572539,3.213042017565213,3.1674629271460275,1.5144648639350289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0134790243927212,-0.0289133436723506,-0.0620101580596967,-0.0884463690399927,-0.1123267628262191,-0.1312442031313796,-0.1504095107035317,-0.1597814020915969,-0.2461160634139011,-0.2669416663456649,-0.3384663948486142,-0.3747947196681601,-0.4561050814353699,-0.4701915235815357,-0.5384137958787931,-0.5637980775399842,-0.5981026949387251,-0.6008091900792161,-0.7727851583630418,-0.8788806759988139,-0.981398888875639,-1.0593435632133794,-1.0754072110814796,-1.1278916634881324
Ph-SPhos,470.0805911957672,184.50112397317005,109.28864183626555,100.04439566037703,83.96825617560853,79.31442021014794,52.99003453238263,39.83313281541412,37.460157313177376,34.53853279483172,34.03850386714179,32.11361944504966,32.006435336393146,26.57532156588101,25.434726645792075,18.68052962386067,16.710525919344757,10.347134308739763,9.944534060651364,9.565161851160124,9.500477838671271,9.305317203731724,9.260582590629818,7.003573130329452,6.600098810565626,3.239770645160074,3.1243698940251474,3.104231092606569,1.212790969463789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0356565936784944,-0.0436041773835391,-0.0497545307217854,-0.0556629755374421,-0.057654120740384,-0.1404297878935897,-0.1540349220266955,-0.2084729435007705,-0.2335459590079756,-0.2880919834912535,-0.3618331435009005,-0.4478848218353591,-0.4528980197700661,-0.48591506182071,-0.5562755763845955,-0.5974982277151486,-0.6126169263107388,-0.7996691353522235,-0.8276788619969278,-0.965296308478542,-1.0671794680789082,-1.072883740585594,-1.083423751270009
Ph-XPhos,476.7316647977909,197.7366277318462,108.833689804138,97.34268156740946,81.89203494089443,69.72776947581839,62.43476457744526,44.86464226771845,37.28103052528646,35.91546140203073,34.715061955263906,33.801193836579735,32.48857493030521,31.0523882274451,27.456654888598894,24.40796450436361,24.055027092226585,23.304298664907936,23.07387355180652,13.354408600755898,12.305148069235123,11.233970375889973,9.940884384074524,9.609924319406028,9.444555321947645,9.397203255187286,9.18468310234114,8.490239547338966,6.001458934060227,5.536173604602381,3.214317325844509,3.101628987210759,2.990490093143479,1.369588043895237,0.0610808356887328,0.0192583398852216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035375700366077,-0.0113131334555181,-0.0315865978495612,-0.0413908656787718,-0.0726961558109752,-0.0836253108597496,-0.1030126658115693,-0.1080900566388847,-0.1140427843014704,-0.1158502357146856,-0.1338408926825827,-0.1598409381767242,-0.1656296652038091,-0.2298392531142526,-0.2878677816557898,-0.3161362508909811,-0.324293763167533,-0.3321109575420283,-0.3621159938482569,-0.4447544150505506,-0.4664610300569099,-0.4832436158795931,-0.5555280623652022,-0.5947201674842179,-0.6125602269242025,-0.6796356288675168,-0.7612408683751235,-0.7662592993470486,-0.7754917363516379,-0.9193822609405736,-0.9285996314453856,-0.9948601067548772,-1.0705470245227695,-1.0773544218869615,-1.0805812880715897
PMe3 HBF4,546.2749266051615,110.59268032177484,90.58814199778745,81.11173668935982,54.5041055548242,13.879311129803767,2.547344439311217,1.0313948021517625,0.0927903031628252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0239385575581433,-0.0812173954555141,-0.1233100884039539,-0.130393027090833,-0.4258252593856382,-0.5822472314810224,-0.7611788844711874,-3.081164533004465,-6.072996419619881,-27.49286595460571
P(o-Anis)3,464.1576723310232,167.48600495002543,118.60580159446872,102.71293627560875,69.85234221041226,63.92262299769026,60.23785435033268,36.525457694897455,33.02452223753923,31.672030103823083,29.21193566546508,28.398273073877508,28.241970628069296,18.34935188954917,17.743748472592472,17.398985635438027,9.498515343263644,9.359067189752226,9.23332776950196,7.928193214474325,7.791445182719518,7.554803213380933,2.5459793777540494,2.5211369323363906,2.4624394418750195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0177346103771719,-0.0357678341877446,-0.0483025956687962,-0.0513422215244607,-0.0587396253701774,-0.0842524896028886,-0.1072957333097548,-0.1596536749153873,-0.1760336240417952,-0.3333422190252441,-0.3538748466207875,-0.3796174982583214,-0.5406572354594686,-0.5478064949440038,-0.5658556419303564,-0.8028179649735805,-0.8151463262636822,-0.8339846075045186,-1.0318949954540233,-1.0371600914452332,-1.0399384530546854
P(p-Anis)3,438.3127893684471,175.3414141489741,124.9988039630013,123.41550614202484,66.43327041912535,58.051216498195785,57.96428990021085,37.24941113838736,35.8121610771104,33.66268979704483,28.589364848798983,27.0590666853571,26.78508490827502,18.15519136359783,17.726501185698677,17.53121344265367,9.934502086807644,9.71222463997644,9.363933908578828,7.672388189852477,7.513318742953203,7.396427245507871,2.6763909538851123,2.646020231168385,2.5899080381432227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0452386220289779,-0.0475245332427973,-0.0492149309264744,-0.0531395149351226,-0.0539253700935539,-0.0556028505887828,-0.2227990300069413,-0.2441039697081336,-0.2624594732997527,-0.2844310787325121,-0.3090678508471241,-0.3453611294188545,-0.5920391781665527,-0.6004257324400776,-0.6125976652024892,-0.7947000574629343,-0.8030165192393609,-0.8050228901566574,-0.9931269757578948,-0.997906040056475,-1.0061865195256343
P(p-F-Ph)3,435.8670571964725,176.16738845202758,129.2401870848993,128.82594451440292,68.69973879919502,59.41392068514007,58.96983867691152,37.39567797139791,34.16612004063195,33.9805850314962,26.790018471609635,25.31552422537336,25.152673988840867,10.115171746385734,9.59711341330836,9.57814177866614,8.049236995585057,7.76103441145311,7.715068938977139,2.733984858244316,2.677130893559433,2.6527876191981528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2166876745659446,-0.2473773246261378,-0.262835991944553,-0.2775559856206284,-0.3333543018756754,-0.3475670596728492,-0.5971287687619116,-0.6016453072558217,-0.6113870757499184,-0.9890850905090004,-0.991750104947314,-0.9978726124137596
PPh2Cy,417.6814013699808,138.38925266203896,91.45563154880097,86.98044181281496,36.37865949910033,36.29167917466204,34.783093470603845,34.23982028383701,31.35049141543649,30.685167203776157,13.111781459204629,12.179651452716818,9.824886646452132,9.70751275236896,9.3954752769235,9.272842621937436,6.772879061339869,3.192287454539352,3.1619365376397077,0.1170090357648398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038521885522127,-0.0755173476069661,-0.0861042449457753,-0.0883747311785718,-0.1330659413083899,-0.1610279722063402,-0.1984467409032067,-0.2499455013653817,-0.2733307346854715,-0.3485229190640628,-0.436432658372949,-0.4614397844963556,-0.4723629060716151,-0.5989430783497167,-0.6003121114106796,-0.6433100042603287,-0.7161914468482325,-0.9603093960355188,-1.0655947458426462,-1.0733473552351611
PPh3,417.4917354080791,140.9824047427074,90.90022009089228,89.6764303335543,37.245740711466205,35.89741736131935,35.218623721994625,33.89594866252713,31.70369612386196,31.063479134959326,10.025479703798636,9.794939321809592,9.539927658732994,9.482371041948356,9.218601853457772,9.164608636591971,3.242105792154545,3.1301368686973112,3.0873804996639294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0516901219469694,-0.1281573368521941,-0.1325937807509797,-0.2241596041076688,-0.2565947137644275,-0.2787562652759693,-0.4391698647444281,-0.4610397394208821,-0.4786450576268802,-0.5905903720444543,-0.6016716460723048,-0.6067430504604996,-1.0593572778749274,-1.0658840271566117,-1.0953955758877387
PPhtBu2,407.52897164414753,121.01291541900729,74.47344659845018,61.60976548310149,35.63775369228154,33.32940710469388,25.056944566638705,24.56228680692072,22.628187109017414,22.06174940638732,9.792749536681573,9.440339301267178,9.040717930682275,8.56330893069288,3.2090209788027577,0.0748815866066218,0.0243101055594309,0.020980191517551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0164841448818696,-0.0223064281676824,-0.0511044576760358,-0.0968753665347035,-0.1075094699166812,-0.126798898400971,-0.1453074428346927,-0.154416495663238,-0.163739316577763,-0.1685853384173703,-0.2742445861324069,-0.4679118998556378,-0.6014304390703585,-0.7382416944090161,-0.7435287087248863,-0.7513101666320015,-0.7750843085968332,-0.8449146151476549,-0.8952601767881521,-1.06430400150217
PXy3,436.0857290147911,162.51002827039116,104.07711870879945,101.15666211326868,50.72285703772968,48.89591369847002,45.16709928314127,40.41171151433585,35.26956506810256,34.885486505354656,22.639365392396293,21.66671503036516,21.536887546042777,20.757330016945325,20.56312449955078,19.67513122862091,8.720964796439796,8.558103735963154,8.401158012291376,7.487845156024793,7.333325906103055,7.011720188395088,2.771100360399744,2.609675641383038,2.5037877150589365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0297479554874332,-0.0395963328957777,-0.0433238219561018,-0.0513080082501228,-0.0530523679946056,-0.0565692924919889,-0.060597092358928,-0.0649755642817028,-0.0671149436221531,-0.0753399362362195,-0.0789509455904596,-0.0850750473710105,-0.4229994486011045,-0.435535037907496,-0.4478678738949335,-0.4520519475448674,-0.4587588476354065,-0.487313217963044,-0.6408906551938309,-0.6525892492644385,-0.6657923966067852,-0.8306207453758401,-0.8317883194104257,-0.842497343003096,-1.0215029245610816,-1.0361795751085427,-1.0469371189714842
